Service Item In Oks,Service Item Description,Customer Name,Pod Name,Data Center Name
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,First Abu Dhabi bank P.J.S.C.,EHJD,me-dubai-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,First Abu Dhabi bank P.J.S.C.,EHJD-DEV1,me-dubai-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,First Abu Dhabi bank P.J.S.C.,EHJD-DEV2,me-dubai-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,First Abu Dhabi bank P.J.S.C.,EHJD-DEV3,me-dubai-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,First Abu Dhabi bank P.J.S.C.,EHJD-DEV7,me-dubai-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,First Abu Dhabi bank P.J.S.C.,EHJD-DEV9,me-dubai-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,First Abu Dhabi bank P.J.S.C.,EHJD-TEST,me-dubai-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,First Abu Dhabi bank P.J.S.C.,ERJM,me-jeddah-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,First Abu Dhabi bank P.J.S.C.,ERJM-TEST,me-jeddah-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,First Sentier Investors (Australia) Services Pty Limited,EOIV,ap-sydney-1
